combination_id,n_d,n_a,n_steps,gamma,lambda_sparse,lr,cat_emb_dim,batch_size,virtual_batch_size,threshold,val_acc,val_f1,status,timestamp
427528,64,64,4,1.0,0.0,0.005,4,256,128,0.6200000000000003,0.8474055879643844,0.7158376214979989,success,2025-12-06 03:18:19
410286,64,48,5,1.8,0.001,0.015,3,512,64,0.6400000000000003,0.8452563708934603,0.697841726618705,success,2025-12-06 03:19:18
441611,64,64,6,1.3,0.0005,0.02,3,1024,256,0.6100000000000003,0.8510899600859687,0.7230154197601371,success,2025-12-06 03:20:14
405842,64,48,5,1.0,0.001,0.02,4,512,256,0.7100000000000004,0.8642922935216457,0.7271604938271605,success,2025-12-06 03:20:50
438007,64,64,5,1.8,0.0001,0.02,3,512,128,0.6800000000000004,0.8431071538225361,0.7137254901960784,success,2025-12-06 03:22:03
419181,64,48,7,1.3,0.001,0.005,1,1024,64,0.6200000000000003,0.8449493398833282,0.7089337175792507,success,2025-12-06 03:23:16
414786,64,48,6,1.5,0.001,0.015,3,512,64,0.6100000000000003,0.8354313785692354,0.7025527192008879,success,2025-12-06 03:24:50
405501,64,48,5,1.0,0.0005,0.01,1,1024,64,0.6600000000000004,0.8529321461467608,0.714370900417412,success,2025-12-06 03:25:41
423900,64,64,3,1.2,0.01,0.005,1,256,64,0.6700000000000004,0.8590727663494013,0.716841455891425,success,2025-12-06 03:26:38
414068,64,48,6,1.5,0.0,0.01,3,512,256,0.6200000000000003,0.84218606079214,0.7072892938496583,success,2025-12-06 03:27:13
429246,64,64,4,1.2,0.0005,0.02,5,256,64,0.6400000000000003,0.8581516733190052,0.7210144927536232,success,2025-12-06 03:28:16
432377,64,64,4,1.8,0.0001,0.02,2,1024,256,0.7500000000000004,0.8655204175621738,0.7231352718078382,success,2025-12-06 03:28:44
438921,64,64,6,1.0,0.0,0.02,5,256,64,0.6200000000000003,0.855388394227817,0.7194758784991067,success,2025-12-06 03:30:34
446826,64,64,7,1.3,0.0,0.025,3,512,64,0.6400000000000003,0.8618360454405894,0.7282608695652174,success,2025-12-06 03:32:44
433209,64,64,5,1.0,0.0,0.01,5,512,64,0.6400000000000003,0.854774332207553,0.7209439528023599,success,2025-12-06 03:33:41
405890,64,48,5,1.0,0.001,0.025,4,1024,256,0.6500000000000004,0.8529321461467608,0.7226404169079328,success,2025-12-06 03:34:09
434905,64,64,5,1.2,0.0005,0.025,3,1024,128,0.7300000000000004,0.856002456248081,0.7179795550210463,success,2025-12-06 03:34:37
409867,64,48,5,1.8,0.0001,0.02,1,1024,128,0.6800000000000004,0.8556954252379491,0.7188995215311005,success,2025-12-06 03:35:24
418077,64,48,7,1.2,0.001,0.005,4,256,64,0.6800000000000004,0.8593797973595333,0.7240963855421687,success,2025-12-06 03:38:53
425285,64,64,3,1.5,0.0,0.005,4,1024,256,0.7100000000000004,0.8578446423088733,0.7248960190136661,success,2025-12-06 03:39:13
410742,64,48,6,1.0,0.0,0.015,4,256,64,0.6200000000000003,0.8480196499846484,0.7156806433084434,success,2025-12-06 03:40:20
437757,64,64,5,1.8,0.0,0.015,5,1024,64,0.6200000000000003,0.841264967761744,0.7013287117273252,success,2025-12-06 03:41:05
448106,64,64,7,1.5,0.0001,0.015,5,512,256,0.6300000000000003,0.8593797973595333,0.7186732186732187,success,2025-12-06 03:42:41
437763,64,64,5,1.8,0.0,0.02,1,512,64,0.6700000000000004,0.8587657353392693,0.7195121951219512,success,2025-12-06 03:44:16
431165,64,64,4,1.5,0.0001,0.01,3,256,256,0.5600000000000003,0.8452563708934603,0.7126567844925884,success,2025-12-06 03:46:34
435196,64,64,5,1.2,0.01,0.01,1,256,128,0.6300000000000003,0.8538532391771569,0.7226107226107226,success,2025-12-06 03:48:31
412094,64,48,6,1.2,0.0001,0.015,4,256,256,0.6700000000000004,0.8590727663494013,0.7157894736842105,success,2025-12-06 03:50:30
436477,64,64,5,1.3,0.01,0.025,3,512,128,0.6800000000000004,0.8581516733190052,0.717948717948718,success,2025-12-06 03:51:46
435295,64,64,5,1.2,0.01,0.02,2,256,128,0.6400000000000003,0.8584587043291373,0.721113127646703,success,2025-12-06 03:54:23
433425,64,64,5,1.0,0.0001,0.01,4,512,64,0.6900000000000004,0.8633712004912496,0.7274954072259645,success,2025-12-06 03:55:26
427513,64,64,4,1.0,0.0,0.005,2,512,128,0.6400000000000003,0.8504758980657047,0.7082085080886759,success,2025-12-06 03:56:31
438220,64,64,5,1.8,0.0005,0.02,2,256,128,0.6500000000000004,0.8615290144304575,0.7136507936507936,success,2025-12-06 03:59:11
449087,64,64,7,1.8,0.0,0.025,4,512,256,0.6500000000000004,0.8603008903899294,0.7213717085119412,success,2025-12-06 04:01:01
429733,64,64,4,1.2,0.01,0.025,4,256,128,0.7300000000000004,0.8556954252379491,0.7202380952380952,success,2025-12-06 04:02:06
436394,64,64,5,1.3,0.01,0.015,4,256,256,0.7100000000000004,0.8642922935216457,0.7144702842377261,success,2025-12-06 04:03:28
442255,64,64,6,1.5,0.0,0.015,5,512,128,0.6700000000000004,0.8639852625115136,0.7226048841577959,success,2025-12-06 04:04:52
427470,64,64,3,1.8,0.01,0.025,2,1024,64,0.6900000000000004,0.8354313785692354,0.7105831533477321,success,2025-12-06 04:05:14
413578,64,48,6,1.3,0.001,0.005,4,256,128,0.6500000000000004,0.8636782315013817,0.7252475247524752,success,2025-12-06 04:08:12
426443,64,64,3,1.8,0.0,0.01,3,512,256,0.5700000000000003,0.8474055879643844,0.7177739920499716,success,2025-12-06 04:08:57
406278,64,48,5,1.2,0.0,0.02,3,256,64,0.6500000000000004,0.842800122812404,0.7113866967305524,success,2025-12-06 04:10:19
425687,64,64,3,1.5,0.0001,0.025,4,512,256,0.6900000000000004,0.8615290144304575,0.7231430325352978,success,2025-12-06 04:10:51
447279,64,64,7,1.3,0.0005,0.025,3,1024,64,0.7100000000000004,0.8520110531163647,0.7082324455205811,success,2025-12-06 04:11:41
431992,64,64,4,1.5,0.01,0.025,5,256,128,0.6700000000000004,0.8569235492784771,0.7245862884160756,success,2025-12-06 04:12:41
439630,64,64,6,1.0,0.001,0.025,3,1024,128,0.6500000000000004,0.8639852625115136,0.7303712720632989,success,2025-12-06 04:13:18
442747,64,64,6,1.5,0.0005,0.02,5,256,128,0.6100000000000003,0.8535462081670249,0.7179183914843288,success,2025-12-06 04:15:24
406377,64,48,5,1.2,0.0001,0.005,4,256,64,0.6300000000000003,0.8529321461467608,0.7203736135434909,success,2025-12-06 04:17:41
432303,64,64,4,1.8,0.0001,0.01,4,1024,64,0.6500000000000004,0.8655204175621738,0.7224334600760456,success,2025-12-06 04:18:30
414619,64,48,6,1.5,0.0005,0.02,4,1024,128,0.6900000000000004,0.8572305802886091,0.7197106690777577,success,2025-12-06 04:19:07
427284,64,64,3,1.8,0.01,0.005,2,256,64,0.6200000000000003,0.8513969910961007,0.7139479905437353,success,2025-12-06 04:20:11
446113,64,64,7,1.2,0.0005,0.02,4,256,128,0.6800000000000004,0.8593797973595333,0.7210718635809987,success,2025-12-06 04:22:40
414273,64,48,6,1.5,0.0001,0.01,1,512,64,0.7100000000000004,0.8406509057414799,0.7022375215146299,success,2025-12-06 04:23:34
433858,64,64,5,1.0,0.001,0.01,2,512,128,0.6100000000000003,0.8458704329137243,0.7176602924634421,success,2025-12-06 04:24:17
415381,64,48,6,1.8,0.0001,0.005,4,512,128,0.6400000000000003,0.8498618360454406,0.7171775592828225,success,2025-12-06 04:25:48
413122,64,48,6,1.3,0.0001,0.005,3,512,128,0.6000000000000003,0.8510899600859687,0.7181871005229518,success,2025-12-06 04:27:08
425535,64,64,3,1.5,0.0001,0.01,2,1024,64,0.7200000000000004,0.8673626036229659,0.7180156657963447,success,2025-12-06 04:27:43
426884,64,64,3,1.8,0.0005,0.01,2,512,256,0.6400000000000003,0.855388394227817,0.7140255009107468,success,2025-12-06 04:28:11
410548,64,48,5,1.8,0.01,0.02,2,512,128,0.6900000000000004,0.8397298127110838,0.694021101992966,success,2025-12-06 04:29:05
430928,64,64,4,1.5,0.0,0.01,1,1024,256,0.7200000000000004,0.8541602701872889,0.7239976757699013,success,2025-12-06 04:29:30
417547,64,48,7,1.2,0.0,0.02,5,256,128,0.5300000000000002,0.8369665336198956,0.7161945483698557,success,2025-12-06 04:31:15
431278,64,64,4,1.5,0.0001,0.02,5,1024,128,0.6800000000000004,0.8627571384709856,0.7197492163009405,success,2025-12-06 04:31:44
427475,64,64,3,1.8,0.01,0.025,3,256,256,0.6300000000000003,0.8556954252379491,0.7168674698795181,success,2025-12-06 04:32:56
423785,64,64,3,1.2,0.001,0.015,3,256,256,0.7200000000000004,0.8596868283696654,0.7225258044930176,success,2025-12-06 04:33:41
414294,64,48,6,1.5,0.0001,0.01,3,1024,64,0.6500000000000004,0.8541602701872889,0.7184350918790753,success,2025-12-06 04:34:45
449004,64,64,7,1.8,0.0,0.015,5,512,64,0.6000000000000003,0.84218606079214,0.7069555302166477,success,2025-12-06 04:36:07
428249,64,64,4,1.0,0.001,0.01,4,256,256,0.7100000000000004,0.8603008903899294,0.7254073627036813,success,2025-12-06 04:37:03
414595,64,48,6,1.5,0.0005,0.02,2,256,128,0.6100000000000003,0.8513969910961007,0.7192575406032483,success,2025-12-06 04:40:16
432333,64,64,4,1.8,0.0001,0.015,3,256,64,0.6400000000000003,0.8596868283696654,0.729745712596097,success,2025-12-06 04:42:12
429019,64,64,4,1.2,0.0001,0.02,4,1024,128,0.6900000000000004,0.8636782315013817,0.7200504413619168,success,2025-12-06 04:42:41
440776,64,64,6,1.2,0.01,0.005,1,256,128,0.6700000000000004,0.8584587043291373,0.7170042971147943,success,2025-12-06 04:45:12
430973,64,64,4,1.5,0.0,0.015,1,1024,256,0.7200000000000004,0.8599938593797973,0.7181705809641533,success,2025-12-06 04:45:43
432857,64,64,4,1.8,0.001,0.025,1,256,256,0.6300000000000003,0.84218606079214,0.7118834080717489,success,2025-12-06 04:47:14
430798,64,64,4,1.3,0.01,0.02,2,512,128,0.6900000000000004,0.8606079214000614,0.7180124223602484,success,2025-12-06 04:48:31
414403,64,48,6,1.5,0.0001,0.02,5,1024,128,0.6800000000000004,0.8538532391771569,0.7156511350059738,success,2025-12-06 04:49:27
425844,64,64,3,1.5,0.0005,0.02,2,256,64,0.6500000000000004,0.8501688670555726,0.7192174913693901,success,2025-12-06 04:50:56
431813,64,64,4,1.5,0.01,0.005,5,256,256,0.5900000000000003,0.8467915259441203,0.7110596409959468,success,2025-12-06 04:52:14
432996,64,64,4,1.8,0.01,0.015,1,1024,64,0.6800000000000004,0.8535462081670249,0.7212156633547633,success,2025-12-06 04:53:02
426245,64,64,3,1.5,0.01,0.015,1,512,256,0.6700000000000004,0.8615290144304575,0.7168863779033271,success,2025-12-06 04:53:40
435311,64,64,5,1.2,0.01,0.02,3,1024,256,0.6800000000000004,0.8504758980657047,0.7075075075075075,success,2025-12-06 04:54:08
427022,64,64,3,1.8,0.0005,0.025,2,1024,256,0.7300000000000004,0.8578446423088733,0.7108057464084947,success,2025-12-06 04:54:27
408673,64,48,5,1.5,0.0001,0.01,4,256,128,0.7000000000000004,0.8664415105925698,0.7188106011635423,success,2025-12-06 04:56:34
412918,64,48,6,1.3,0.0,0.005,5,1024,128,0.6800000000000004,0.8541602701872889,0.7140276941601444,success,2025-12-06 04:57:21
426564,64,64,3,1.8,0.0,0.025,2,256,64,0.6800000000000004,0.8606079214000614,0.7176616915422885,success,2025-12-06 04:58:21
443231,64,64,6,1.5,0.01,0.025,3,1024,256,0.6500000000000004,0.8603008903899294,0.72,success,2025-12-06 04:59:11
416420,64,48,7,1.0,0.0,0.02,4,1024,256,0.7000000000000004,0.8642922935216457,0.7223618090452262,success,2025-12-06 04:59:49
414553,64,48,6,1.5,0.0005,0.015,2,512,128,0.6500000000000004,0.8593797973595333,0.714107365792759,success,2025-12-06 05:01:25
425227,64,64,3,1.3,0.01,0.025,3,512,128,0.5800000000000003,0.8495548050353086,0.7180667433831991,success,2025-12-06 05:02:06
445046,64,64,7,1.0,0.0005,0.025,5,512,256,0.6900000000000004,0.8612219834203254,0.7182044887780549,success,2025-12-06 05:02:55
412817,64,48,6,1.2,0.01,0.02,4,512,256,0.7000000000000004,0.854467301197421,0.7171837708830548,success,2025-12-06 05:04:05
429854,64,64,4,1.3,0.0,0.015,2,512,256,0.7200000000000004,0.8492477740251766,0.7123608670181605,success,2025-12-06 05:04:37
434678,64,64,5,1.2,0.0001,0.025,3,512,256,0.6100000000000003,0.8498618360454406,0.7181556195965418,success,2025-12-06 05:05:31
422566,64,64,3,1.0,0.001,0.005,2,1024,128,0.6900000000000004,0.855388394227817,0.707997520148791,success,2025-12-06 05:05:54
417083,64,48,7,1.0,0.001,0.02,3,512,256,0.6600000000000004,0.8510899600859687,0.7168709865732633,success,2025-12-06 05:07:01
449907,64,64,7,1.8,0.01,0.015,5,1024,64,0.6400000000000003,0.84218606079214,0.6854345165238678,success,2025-12-06 05:07:59
418920,64,48,7,1.3,0.0001,0.025,2,1024,64,0.6800000000000004,0.8510899600859687,0.7125074096028453,success,2025-12-06 05:08:47
410264,64,48,5,1.8,0.001,0.01,5,1024,256,0.6100000000000003,0.842493091802272,0.7142061281337048,success,2025-12-06 05:09:32
422664,64,64,3,1.0,0.001,0.015,3,1024,64,0.7500000000000004,0.8618360454405894,0.7155499367888748,success,2025-12-06 05:09:58
423442,64,64,3,1.2,0.0001,0.025,5,256,128,0.6400000000000003,0.8572305802886091,0.7152480097979179,success,2025-12-06 05:11:06
410921,64,48,6,1.0,0.0001,0.01,3,1024,256,0.6900000000000004,0.8575376112987412,0.7139334155363748,success,2025-12-06 05:11:47
442223,64,64,6,1.5,0.0,0.015,1,1024,256,0.6100000000000003,0.8483266809947805,0.7221597300337458,success,2025-12-06 05:12:43
406900,64,48,5,1.2,0.001,0.015,2,256,128,0.6100000000000003,0.8477126189745164,0.7181818181818181,success,2025-12-06 05:14:38
427256,64,64,3,1.8,0.001,0.025,3,1024,256,0.6400000000000003,0.8461774639238563,0.7122343480758185,success,2025-12-06 05:14:59
414037,64,48,6,1.5,0.0,0.005,5,256,128,0.7100000000000004,0.8633712004912496,0.7149263292761051,success,2025-12-06 05:17:46
445945,64,64,7,1.2,0.0001,0.025,5,512,128,0.6200000000000003,0.8431071538225361,0.7156371730662214,success,2025-12-06 05:19:05
435238,64,64,5,1.2,0.01,0.01,5,1024,128,0.6300000000000003,0.854774332207553,0.7196206283343213,success,2025-12-06 05:19:51
442326,64,64,6,1.5,0.0,0.025,3,512,64,0.6600000000000004,0.8572305802886091,0.7183525136281042,success,2025-12-06 05:21:50
409215,64,48,5,1.5,0.001,0.02,4,512,64,0.5800000000000003,0.8513969910961007,0.723744292237443,success,2025-12-06 05:23:33
414693,64,48,6,1.5,0.001,0.005,3,256,64,0.6200000000000003,0.8409579367516119,0.7112597547380156,success,2025-12-06 05:26:26
412379,64,48,6,1.2,0.0005,0.02,5,1024,256,0.7400000000000004,0.8529321461467608,0.7081048141377209,success,2025-12-06 05:26:57
411865,64,48,6,1.2,0.0,0.015,3,1024,128,0.7200000000000004,0.86797666564323,0.7264631043256997,success,2025-12-06 05:27:44
423647,64,64,3,1.2,0.0005,0.025,2,1024,256,0.7400000000000004,0.8633712004912496,0.7171010807374444,success,2025-12-06 05:28:05
442864,64,64,6,1.5,0.001,0.01,3,256,128,0.6400000000000003,0.8590727663494013,0.7085714285714285,success,2025-12-06 05:29:51
405173,64,48,5,1.0,0.0,0.02,5,256,256,0.6500000000000004,0.8566165182683451,0.7164541590771099,success,2025-12-06 05:31:36
438287,64,64,5,1.8,0.0005,0.025,4,512,256,0.6600000000000004,0.8480196499846484,0.7130434782608696,success,2025-12-06 05:32:22
435995,64,64,5,1.3,0.0005,0.02,4,1024,256,0.7400000000000004,0.8538532391771569,0.7193396226415094,success,2025-12-06 05:32:50
407385,64,48,5,1.3,0.0,0.02,1,256,64,0.6100000000000003,0.8443352778630642,0.7114399544678429,success,2025-12-06 05:34:04
423924,64,64,3,1.2,0.01,0.005,3,1024,64,0.6300000000000003,0.8498618360454406,0.7184801381692574,success,2025-12-06 05:34:33
436654,64,64,5,1.5,0.0,0.02,3,256,128,0.6200000000000003,0.8498618360454406,0.7118444313494402,success,2025-12-06 05:37:09
408461,64,48,5,1.5,0.0,0.01,5,512,256,0.6900000000000004,0.8434141848326681,0.7095671981776766,success,2025-12-06 05:37:50
435012,64,64,5,1.2,0.001,0.01,5,1024,64,0.6100000000000003,0.8529321461467608,0.7184009406231628,success,2025-12-06 05:38:42
425697,64,64,3,1.5,0.0001,0.025,5,1024,64,0.7000000000000004,0.8556954252379491,0.7188995215311005,success,2025-12-06 05:39:03
430332,64,64,4,1.3,0.0005,0.015,5,1024,64,0.6800000000000004,0.8624501074608536,0.7258261933904528,success,2025-12-06 05:39:34
440606,64,64,6,1.2,0.001,0.01,2,256,256,0.6900000000000004,0.8593797973595333,0.7217496962332929,success,2025-12-06 05:41:03
432756,64,64,4,1.8,0.001,0.01,5,256,64,0.5800000000000003,0.8517040221062327,0.7183673469387755,success,2025-12-06 05:42:24
437051,64,64,5,1.5,0.0005,0.015,2,256,256,0.6300000000000003,0.8572305802886091,0.7183525136281042,success,2025-12-06 05:44:54
407004,64,48,5,1.2,0.001,0.025,3,1024,64,0.6500000000000004,0.8621430764507215,0.725717776420281,success,2025-12-06 05:45:46
446374,64,64,7,1.2,0.001,0.025,3,256,128,0.6300000000000003,0.8513969910961007,0.717948717948718,success,2025-12-06 05:49:03
442006,64,64,6,1.3,0.01,0.015,2,1024,128,0.6700000000000004,0.8517040221062327,0.7130124777183601,success,2025-12-06 05:49:55
417063,64,48,7,1.0,0.001,0.02,1,512,64,0.6600000000000004,0.8621430764507215,0.7250459277403551,success,2025-12-06 05:51:09
414555,64,48,6,1.5,0.0005,0.015,2,1024,64,0.6300000000000003,0.842493091802272,0.7029530978575564,success,2025-12-06 05:52:06
448750,64,64,7,1.5,0.01,0.015,2,256,128,0.6600000000000004,0.8566165182683451,0.7195195195195195,success,2025-12-06 05:55:08
430914,64,64,4,1.5,0.0,0.005,5,512,64,0.5600000000000003,0.8443352778630642,0.7162842753217683,success,2025-12-06 05:56:02
440557,64,64,6,1.2,0.001,0.005,1,1024,128,0.6500000000000004,0.856002456248081,0.7233038348082595,success,2025-12-06 05:56:52
406470,64,48,5,1.2,0.0001,0.015,4,512,64,0.6500000000000004,0.8636782315013817,0.725925925925926,success,2025-12-06 05:57:44
432837,64,64,4,1.8,0.001,0.02,4,256,64,0.6100000000000003,0.8578446423088733,0.7245687091017252,success,2025-12-06 06:00:42
427060,64,64,3,1.8,0.001,0.005,2,256,128,0.5800000000000003,0.8486337120049124,0.7132053519488074,success,2025-12-06 06:01:34
420286,64,48,7,1.5,0.0005,0.025,4,512,128,0.5900000000000003,0.8467915259441203,0.7127230857800806,success,2025-12-06 06:02:29
407851,64,48,5,1.3,0.0005,0.02,2,1024,128,0.6600000000000004,0.8569235492784771,0.7109181141439206,success,2025-12-06 06:03:00
443695,64,64,6,1.8,0.0001,0.025,5,512,128,0.6000000000000003,0.8501688670555726,0.7105575326215896,success,2025-12-06 06:04:41
436011,64,64,5,1.3,0.0005,0.025,1,1024,64,0.7100000000000004,0.8596868283696654,0.7159726538222498,success,2025-12-06 06:05:20
421403,64,48,7,1.8,0.0005,0.025,3,512,256,0.6100000000000003,0.8575376112987412,0.7234803337306317,success,2025-12-06 06:07:12
416096,64,48,6,1.8,0.01,0.01,3,1024,256,0.6800000000000004,0.8578446423088733,0.7118855009334163,success,2025-12-06 06:07:49
429540,64,64,4,1.2,0.01,0.005,2,1024,64,0.6700000000000004,0.8578446423088733,0.7108057464084947,success,2025-12-06 06:08:32
405884,64,48,5,1.0,0.001,0.025,4,256,256,0.6900000000000004,0.855081363217685,0.7246207701283547,success,2025-12-06 06:09:57
428388,64,64,4,1.0,0.001,0.025,4,1024,64,0.6200000000000003,0.8507829290758366,0.7213302752293578,success,2025-12-06 06:10:30
434653,64,64,5,1.2,0.0001,0.02,5,1024,128,0.6100000000000003,0.8477126189745164,0.7197740112994351,success,2025-12-06 06:11:10
449125,64,64,7,1.8,0.0001,0.005,3,1024,128,0.6700000000000004,0.8486337120049124,0.7024743512371756,success,2025-12-06 06:12:17
426355,64,64,3,1.5,0.01,0.025,3,1024,128,0.6500000000000004,0.8584587043291373,0.7204366282595512,success,2025-12-06 06:12:43
430334,64,64,4,1.3,0.0005,0.015,5,1024,256,0.7100000000000004,0.8455634019035922,0.7140420693575895,success,2025-12-06 06:13:05
427859,64,64,4,1.0,0.0001,0.015,5,1024,256,0.6700000000000004,0.8458704329137243,0.7167042889390519,success,2025-12-06 06:13:25
434413,64,64,5,1.2,0.0,0.02,4,256,128,0.6800000000000004,0.8556954252379491,0.7192353643966547,success,2025-12-06 06:15:40
442066,64,64,6,1.3,0.01,0.02,4,512,128,0.7300000000000004,0.8606079214000614,0.720098643649815,success,2025-12-06 06:16:36
423876,64,64,3,1.2,0.001,0.025,3,512,64,0.6300000000000003,0.8504758980657047,0.7196315486470927,success,2025-12-06 06:17:12
428881,64,64,4,1.2,0.0001,0.005,4,512,128,0.6900000000000004,0.8639852625115136,0.7306990881458967,success,2025-12-06 06:18:13
449376,64,64,7,1.8,0.0005,0.01,1,1024,64,0.5700000000000003,0.8311329444273872,0.6991247264770241,success,2025-12-06 06:19:31
418927,64,48,7,1.3,0.0001,0.025,3,512,128,0.6900000000000004,0.8639852625115136,0.7140090380890898,success,2025-12-06 06:20:48
440875,64,64,6,1.2,0.01,0.015,2,256,128,0.6200000000000003,0.8526251151366288,0.7169811320754716,success,2025-12-06 06:22:27
426640,64,64,3,1.8,0.0001,0.005,5,512,128,0.6200000000000003,0.8566165182683451,0.720526630760024,success,2025-12-06 06:23:07
428757,64,64,4,1.2,0.0,0.015,5,1024,64,0.6500000000000004,0.842493091802272,0.7176664832140892,success,2025-12-06 06:23:42
408862,64,48,5,1.5,0.0005,0.005,5,256,128,0.6500000000000004,0.8513969910961007,0.7108721624850657,success,2025-12-06 06:25:47
416264,64,48,7,1.0,0.0,0.005,2,512,256,0.7000000000000004,0.8584587043291373,0.7106089139987445,success,2025-12-06 06:26:47
418058,64,48,7,1.2,0.001,0.005,1,1024,256,0.6200000000000003,0.8437212158428001,0.7079747561675273,success,2025-12-06 06:27:35
419966,64,48,7,1.5,0.0001,0.015,3,1024,256,0.5900000000000003,0.854774332207553,0.7225806451612903,success,2025-12-06 06:28:14
415324,64,48,6,1.8,0.0,0.025,3,256,128,0.6200000000000003,0.842800122812404,0.7050691244239631,success,2025-12-06 06:29:55
433723,64,64,5,1.0,0.0005,0.02,2,512,128,0.6300000000000003,0.8529321461467608,0.7210250436808386,success,2025-12-06 06:30:48
413909,64,48,6,1.3,0.01,0.015,5,1024,256,0.6400000000000003,0.8467915259441203,0.7117273252455228,success,2025-12-06 06:31:17
413897,64,48,6,1.3,0.01,0.015,4,512,256,0.6600000000000004,0.8566165182683451,0.7174833635813672,success,2025-12-06 06:32:17
407463,64,48,5,1.3,0.0,0.025,4,1024,64,0.7000000000000004,0.856002456248081,0.7196652719665272,success,2025-12-06 06:32:50
408030,64,48,5,1.3,0.001,0.015,2,1024,64,0.6700000000000004,0.8535462081670249,0.7208894090111176,success,2025-12-06 06:33:43
415665,64,48,6,1.8,0.0005,0.015,1,256,64,0.6400000000000003,0.8578446423088733,0.7164727495407226,success,2025-12-06 06:37:15
413870,64,48,6,1.3,0.01,0.015,1,512,256,0.6800000000000004,0.8556954252379491,0.7151515151515152,success,2025-12-06 06:38:03
438718,64,64,5,1.8,0.01,0.025,2,512,128,0.6000000000000003,0.8520110531163647,0.7177985948477752,success,2025-12-06 06:39:36
435184,64,64,5,1.2,0.01,0.005,4,1024,128,0.7400000000000004,0.8603008903899294,0.7223917022574741,success,2025-12-06 06:40:13
425533,64,64,3,1.5,0.0001,0.01,2,512,128,0.6600000000000004,0.8510899600859687,0.718514219384794,success,2025-12-06 06:40:44
408308,64,48,5,1.3,0.01,0.02,3,512,256,0.6700000000000004,0.855081363217685,0.7135922330097088,success,2025-12-06 06:41:37
434015,64,64,5,1.0,0.001,0.025,4,1024,256,0.7300000000000004,0.8624501074608536,0.7220843672456576,success,2025-12-06 06:42:07
410904,64,48,6,1.0,0.0001,0.01,2,256,64,0.6800000000000004,0.8618360454405894,0.7215346534653465,success,2025-12-06 06:43:50
414538,64,48,6,1.5,0.0005,0.01,5,1024,128,0.6300000000000003,0.8486337120049124,0.7135386403253922,success,2025-12-06 06:44:35
449647,64,64,7,1.8,0.001,0.015,1,1024,128,0.6100000000000003,0.841264967761744,0.7097136440202133,success,2025-12-06 06:45:37
408899,64,48,5,1.5,0.0005,0.01,4,256,256,0.7100000000000004,0.8609149524101934,0.7208872458410351,success,2025-12-06 06:47:22
411935,64,48,6,1.2,0.0,0.025,1,512,256,0.7100000000000004,0.8590727663494013,0.7219866747425803,success,2025-12-06 06:48:09
430149,64,64,4,1.3,0.0001,0.02,5,512,64,0.5800000000000003,0.8538532391771569,0.7203290246768508,success,2025-12-06 06:48:56
437159,64,64,5,1.5,0.0005,0.025,4,256,256,0.6100000000000003,0.8563094872582131,0.7310344827586207,success,2025-12-06 06:50:53
416873,64,48,7,1.0,0.0005,0.02,5,256,256,0.6300000000000003,0.8569235492784771,0.7219570405727923,success,2025-12-06 06:52:57
448690,64,64,7,1.5,0.01,0.005,5,512,128,0.6700000000000004,0.8581516733190052,0.7119700748129676,success,2025-12-06 06:54:47
427849,64,64,4,1.0,0.0001,0.015,4,1024,128,0.7600000000000005,0.855081363217685,0.7125456760048721,success,2025-12-06 06:55:06
423741,64,64,3,1.2,0.001,0.01,3,512,64,0.5700000000000003,0.8504758980657047,0.7218732153055397,success,2025-12-06 06:55:38
433508,64,64,5,1.0,0.0001,0.02,3,512,256,0.6500000000000004,0.8464844949339884,0.7197309417040358,success,2025-12-06 06:56:12
427517,64,64,4,1.0,0.0,0.005,2,1024,256,0.6300000000000003,0.8434141848326681,0.7095671981776766,success,2025-12-06 06:56:35
416196,64,48,6,1.8,0.01,0.02,5,256,64,0.6900000000000004,0.8606079214000614,0.7176616915422885,success,2025-12-06 06:58:41
418098,64,48,7,1.2,0.001,0.01,1,512,64,0.6900000000000004,0.8541602701872889,0.7184350918790753,success,2025-12-06 07:00:56
423525,64,64,3,1.2,0.0005,0.01,4,512,64,0.6900000000000004,0.856002456248081,0.7148936170212766,success,2025-12-06 07:01:37
412932,64,48,6,1.3,0.0,0.01,2,512,64,0.6300000000000003,0.8517040221062327,0.7196749854904236,success,2025-12-06 07:03:27
425228,64,64,3,1.3,0.01,0.025,3,512,256,0.6500000000000004,0.8541602701872889,0.7252747252747253,success,2025-12-06 07:03:56
431882,64,64,4,1.5,0.01,0.015,2,1024,256,0.6700000000000004,0.8538532391771569,0.7173396674584323,success,2025-12-06 07:04:26
410762,64,48,6,1.0,0.0,0.02,1,256,256,0.6900000000000004,0.8606079214000614,0.7144654088050314,success,2025-12-06 07:05:54
411056,64,48,6,1.0,0.0001,0.025,3,1024,256,0.6700000000000004,0.8612219834203254,0.724390243902439,success,2025-12-06 07:06:29
438871,64,64,6,1.0,0.0,0.015,4,512,128,0.7100000000000004,0.86797666564323,0.7225806451612903,success,2025-12-06 07:07:45
441433,64,64,6,1.3,0.0001,0.025,4,256,128,0.6700000000000004,0.8578446423088733,0.7222555488902219,success,2025-12-06 07:09:29
428269,64,64,4,1.0,0.001,0.015,1,512,128,0.6600000000000004,0.8513969910961007,0.7224770642201835,success,2025-12-06 07:09:59
447743,64,64,7,1.3,0.01,0.025,5,256,256,0.5900000000000003,0.8520110531163647,0.7245714285714285,success,2025-12-06 07:12:58
