combination_id,n_d,n_a,n_steps,gamma,lambda_sparse,lr,cat_emb_dim,batch_size,virtual_batch_size
135000,32,16,7,1.0,0.0,0.005,1,256,64
135001,32,16,7,1.0,0.0,0.005,1,256,128
135002,32,16,7,1.0,0.0,0.005,1,256,256
135003,32,16,7,1.0,0.0,0.005,1,512,64
135004,32,16,7,1.0,0.0,0.005,1,512,128
135005,32,16,7,1.0,0.0,0.005,1,512,256
135006,32,16,7,1.0,0.0,0.005,1,1024,64
135007,32,16,7,1.0,0.0,0.005,1,1024,128
135008,32,16,7,1.0,0.0,0.005,1,1024,256
135009,32,16,7,1.0,0.0,0.005,2,256,64
135010,32,16,7,1.0,0.0,0.005,2,256,128
135011,32,16,7,1.0,0.0,0.005,2,256,256
135012,32,16,7,1.0,0.0,0.005,2,512,64
135013,32,16,7,1.0,0.0,0.005,2,512,128
135014,32,16,7,1.0,0.0,0.005,2,512,256
135015,32,16,7,1.0,0.0,0.005,2,1024,64
135016,32,16,7,1.0,0.0,0.005,2,1024,128
135017,32,16,7,1.0,0.0,0.005,2,1024,256
135018,32,16,7,1.0,0.0,0.005,3,256,64
135019,32,16,7,1.0,0.0,0.005,3,256,128
135020,32,16,7,1.0,0.0,0.005,3,256,256
135021,32,16,7,1.0,0.0,0.005,3,512,64
135022,32,16,7,1.0,0.0,0.005,3,512,128
135023,32,16,7,1.0,0.0,0.005,3,512,256
135024,32,16,7,1.0,0.0,0.005,3,1024,64
135025,32,16,7,1.0,0.0,0.005,3,1024,128
135026,32,16,7,1.0,0.0,0.005,3,1024,256
135027,32,16,7,1.0,0.0,0.005,4,256,64
135028,32,16,7,1.0,0.0,0.005,4,256,128
135029,32,16,7,1.0,0.0,0.005,4,256,256
135030,32,16,7,1.0,0.0,0.005,4,512,64
135031,32,16,7,1.0,0.0,0.005,4,512,128
135032,32,16,7,1.0,0.0,0.005,4,512,256
135033,32,16,7,1.0,0.0,0.005,4,1024,64
135034,32,16,7,1.0,0.0,0.005,4,1024,128
135035,32,16,7,1.0,0.0,0.005,4,1024,256
135036,32,16,7,1.0,0.0,0.005,5,256,64
135037,32,16,7,1.0,0.0,0.005,5,256,128
135038,32,16,7,1.0,0.0,0.005,5,256,256
135039,32,16,7,1.0,0.0,0.005,5,512,64
135040,32,16,7,1.0,0.0,0.005,5,512,128
135041,32,16,7,1.0,0.0,0.005,5,512,256
135042,32,16,7,1.0,0.0,0.005,5,1024,64
135043,32,16,7,1.0,0.0,0.005,5,1024,128
135044,32,16,7,1.0,0.0,0.005,5,1024,256
135045,32,16,7,1.0,0.0,0.01,1,256,64
135046,32,16,7,1.0,0.0,0.01,1,256,128
135047,32,16,7,1.0,0.0,0.01,1,256,256
135048,32,16,7,1.0,0.0,0.01,1,512,64
135049,32,16,7,1.0,0.0,0.01,1,512,128
135050,32,16,7,1.0,0.0,0.01,1,512,256
135051,32,16,7,1.0,0.0,0.01,1,1024,64
135052,32,16,7,1.0,0.0,0.01,1,1024,128
135053,32,16,7,1.0,0.0,0.01,1,1024,256
135054,32,16,7,1.0,0.0,0.01,2,256,64
135055,32,16,7,1.0,0.0,0.01,2,256,128
135056,32,16,7,1.0,0.0,0.01,2,256,256
135057,32,16,7,1.0,0.0,0.01,2,512,64
135058,32,16,7,1.0,0.0,0.01,2,512,128
135059,32,16,7,1.0,0.0,0.01,2,512,256
135060,32,16,7,1.0,0.0,0.01,2,1024,64
135061,32,16,7,1.0,0.0,0.01,2,1024,128
135062,32,16,7,1.0,0.0,0.01,2,1024,256
135063,32,16,7,1.0,0.0,0.01,3,256,64
135064,32,16,7,1.0,0.0,0.01,3,256,128
135065,32,16,7,1.0,0.0,0.01,3,256,256
135066,32,16,7,1.0,0.0,0.01,3,512,64
135067,32,16,7,1.0,0.0,0.01,3,512,128
135068,32,16,7,1.0,0.0,0.01,3,512,256
135069,32,16,7,1.0,0.0,0.01,3,1024,64
135070,32,16,7,1.0,0.0,0.01,3,1024,128
135071,32,16,7,1.0,0.0,0.01,3,1024,256
135072,32,16,7,1.0,0.0,0.01,4,256,64
135073,32,16,7,1.0,0.0,0.01,4,256,128
135074,32,16,7,1.0,0.0,0.01,4,256,256
135075,32,16,7,1.0,0.0,0.01,4,512,64
135076,32,16,7,1.0,0.0,0.01,4,512,128
135077,32,16,7,1.0,0.0,0.01,4,512,256
135078,32,16,7,1.0,0.0,0.01,4,1024,64
135079,32,16,7,1.0,0.0,0.01,4,1024,128
135080,32,16,7,1.0,0.0,0.01,4,1024,256
135081,32,16,7,1.0,0.0,0.01,5,256,64
135082,32,16,7,1.0,0.0,0.01,5,256,128
135083,32,16,7,1.0,0.0,0.01,5,256,256
135084,32,16,7,1.0,0.0,0.01,5,512,64
135085,32,16,7,1.0,0.0,0.01,5,512,128
135086,32,16,7,1.0,0.0,0.01,5,512,256
135087,32,16,7,1.0,0.0,0.01,5,1024,64
135088,32,16,7,1.0,0.0,0.01,5,1024,128
135089,32,16,7,1.0,0.0,0.01,5,1024,256
135090,32,16,7,1.0,0.0,0.015,1,256,64
135091,32,16,7,1.0,0.0,0.015,1,256,128
135092,32,16,7,1.0,0.0,0.015,1,256,256
135093,32,16,7,1.0,0.0,0.015,1,512,64
135094,32,16,7,1.0,0.0,0.015,1,512,128
135095,32,16,7,1.0,0.0,0.015,1,512,256
135096,32,16,7,1.0,0.0,0.015,1,1024,64
135097,32,16,7,1.0,0.0,0.015,1,1024,128
135098,32,16,7,1.0,0.0,0.015,1,1024,256
135099,32,16,7,1.0,0.0,0.015,2,256,64
135100,32,16,7,1.0,0.0,0.015,2,256,128
135101,32,16,7,1.0,0.0,0.015,2,256,256
135102,32,16,7,1.0,0.0,0.015,2,512,64
135103,32,16,7,1.0,0.0,0.015,2,512,128
135104,32,16,7,1.0,0.0,0.015,2,512,256
135105,32,16,7,1.0,0.0,0.015,2,1024,64
135106,32,16,7,1.0,0.0,0.015,2,1024,128
135107,32,16,7,1.0,0.0,0.015,2,1024,256
135108,32,16,7,1.0,0.0,0.015,3,256,64
135109,32,16,7,1.0,0.0,0.015,3,256,128
135110,32,16,7,1.0,0.0,0.015,3,256,256
135111,32,16,7,1.0,0.0,0.015,3,512,64
135112,32,16,7,1.0,0.0,0.015,3,512,128
135113,32,16,7,1.0,0.0,0.015,3,512,256
135114,32,16,7,1.0,0.0,0.015,3,1024,64
135115,32,16,7,1.0,0.0,0.015,3,1024,128
135116,32,16,7,1.0,0.0,0.015,3,1024,256
135117,32,16,7,1.0,0.0,0.015,4,256,64
135118,32,16,7,1.0,0.0,0.015,4,256,128
135119,32,16,7,1.0,0.0,0.015,4,256,256
135120,32,16,7,1.0,0.0,0.015,4,512,64
135121,32,16,7,1.0,0.0,0.015,4,512,128
135122,32,16,7,1.0,0.0,0.015,4,512,256
135123,32,16,7,1.0,0.0,0.015,4,1024,64
135124,32,16,7,1.0,0.0,0.015,4,1024,128
135125,32,16,7,1.0,0.0,0.015,4,1024,256
135126,32,16,7,1.0,0.0,0.015,5,256,64
135127,32,16,7,1.0,0.0,0.015,5,256,128
135128,32,16,7,1.0,0.0,0.015,5,256,256
135129,32,16,7,1.0,0.0,0.015,5,512,64
135130,32,16,7,1.0,0.0,0.015,5,512,128
135131,32,16,7,1.0,0.0,0.015,5,512,256
135132,32,16,7,1.0,0.0,0.015,5,1024,64
135133,32,16,7,1.0,0.0,0.015,5,1024,128
135134,32,16,7,1.0,0.0,0.015,5,1024,256
135135,32,16,7,1.0,0.0,0.02,1,256,64
135136,32,16,7,1.0,0.0,0.02,1,256,128
135137,32,16,7,1.0,0.0,0.02,1,256,256
135138,32,16,7,1.0,0.0,0.02,1,512,64
135139,32,16,7,1.0,0.0,0.02,1,512,128
135140,32,16,7,1.0,0.0,0.02,1,512,256
135141,32,16,7,1.0,0.0,0.02,1,1024,64
135142,32,16,7,1.0,0.0,0.02,1,1024,128
135143,32,16,7,1.0,0.0,0.02,1,1024,256
135144,32,16,7,1.0,0.0,0.02,2,256,64
135145,32,16,7,1.0,0.0,0.02,2,256,128
135146,32,16,7,1.0,0.0,0.02,2,256,256
135147,32,16,7,1.0,0.0,0.02,2,512,64
135148,32,16,7,1.0,0.0,0.02,2,512,128
