combination_id,n_d,n_a,n_steps,gamma,lambda_sparse,lr,cat_emb_dim,batch_size,virtual_batch_size
405152,64,48,5,1.0,0.0,0.02,2,1024,256
405153,64,48,5,1.0,0.0,0.02,3,256,64
405154,64,48,5,1.0,0.0,0.02,3,256,128
405155,64,48,5,1.0,0.0,0.02,3,256,256
405156,64,48,5,1.0,0.0,0.02,3,512,64
405157,64,48,5,1.0,0.0,0.02,3,512,128
405158,64,48,5,1.0,0.0,0.02,3,512,256
405159,64,48,5,1.0,0.0,0.02,3,1024,64
405160,64,48,5,1.0,0.0,0.02,3,1024,128
405161,64,48,5,1.0,0.0,0.02,3,1024,256
405162,64,48,5,1.0,0.0,0.02,4,256,64
405163,64,48,5,1.0,0.0,0.02,4,256,128
405164,64,48,5,1.0,0.0,0.02,4,256,256
405165,64,48,5,1.0,0.0,0.02,4,512,64
405166,64,48,5,1.0,0.0,0.02,4,512,128
405167,64,48,5,1.0,0.0,0.02,4,512,256
405168,64,48,5,1.0,0.0,0.02,4,1024,64
405169,64,48,5,1.0,0.0,0.02,4,1024,128
405170,64,48,5,1.0,0.0,0.02,4,1024,256
405171,64,48,5,1.0,0.0,0.02,5,256,64
405172,64,48,5,1.0,0.0,0.02,5,256,128
405173,64,48,5,1.0,0.0,0.02,5,256,256
405174,64,48,5,1.0,0.0,0.02,5,512,64
405175,64,48,5,1.0,0.0,0.02,5,512,128
405176,64,48,5,1.0,0.0,0.02,5,512,256
405177,64,48,5,1.0,0.0,0.02,5,1024,64
405178,64,48,5,1.0,0.0,0.02,5,1024,128
405179,64,48,5,1.0,0.0,0.02,5,1024,256
405180,64,48,5,1.0,0.0,0.025,1,256,64
405181,64,48,5,1.0,0.0,0.025,1,256,128
405182,64,48,5,1.0,0.0,0.025,1,256,256
405183,64,48,5,1.0,0.0,0.025,1,512,64
405184,64,48,5,1.0,0.0,0.025,1,512,128
405185,64,48,5,1.0,0.0,0.025,1,512,256
405186,64,48,5,1.0,0.0,0.025,1,1024,64
405187,64,48,5,1.0,0.0,0.025,1,1024,128
405188,64,48,5,1.0,0.0,0.025,1,1024,256
405189,64,48,5,1.0,0.0,0.025,2,256,64
405190,64,48,5,1.0,0.0,0.025,2,256,128
405191,64,48,5,1.0,0.0,0.025,2,256,256
405192,64,48,5,1.0,0.0,0.025,2,512,64
405193,64,48,5,1.0,0.0,0.025,2,512,128
405194,64,48,5,1.0,0.0,0.025,2,512,256
405195,64,48,5,1.0,0.0,0.025,2,1024,64
405196,64,48,5,1.0,0.0,0.025,2,1024,128
405197,64,48,5,1.0,0.0,0.025,2,1024,256
405198,64,48,5,1.0,0.0,0.025,3,256,64
405199,64,48,5,1.0,0.0,0.025,3,256,128
405200,64,48,5,1.0,0.0,0.025,3,256,256
405201,64,48,5,1.0,0.0,0.025,3,512,64
405202,64,48,5,1.0,0.0,0.025,3,512,128
405203,64,48,5,1.0,0.0,0.025,3,512,256
405204,64,48,5,1.0,0.0,0.025,3,1024,64
405205,64,48,5,1.0,0.0,0.025,3,1024,128
405206,64,48,5,1.0,0.0,0.025,3,1024,256
405207,64,48,5,1.0,0.0,0.025,4,256,64
405208,64,48,5,1.0,0.0,0.025,4,256,128
405209,64,48,5,1.0,0.0,0.025,4,256,256
405210,64,48,5,1.0,0.0,0.025,4,512,64
405211,64,48,5,1.0,0.0,0.025,4,512,128
405212,64,48,5,1.0,0.0,0.025,4,512,256
405213,64,48,5,1.0,0.0,0.025,4,1024,64
405214,64,48,5,1.0,0.0,0.025,4,1024,128
405215,64,48,5,1.0,0.0,0.025,4,1024,256
405216,64,48,5,1.0,0.0,0.025,5,256,64
405217,64,48,5,1.0,0.0,0.025,5,256,128
405218,64,48,5,1.0,0.0,0.025,5,256,256
405219,64,48,5,1.0,0.0,0.025,5,512,64
405220,64,48,5,1.0,0.0,0.025,5,512,128
405221,64,48,5,1.0,0.0,0.025,5,512,256
405222,64,48,5,1.0,0.0,0.025,5,1024,64
405223,64,48,5,1.0,0.0,0.025,5,1024,128
405224,64,48,5,1.0,0.0,0.025,5,1024,256
405225,64,48,5,1.0,0.0001,0.005,1,256,64
405226,64,48,5,1.0,0.0001,0.005,1,256,128
405227,64,48,5,1.0,0.0001,0.005,1,256,256
405228,64,48,5,1.0,0.0001,0.005,1,512,64
405229,64,48,5,1.0,0.0001,0.005,1,512,128
405230,64,48,5,1.0,0.0001,0.005,1,512,256
405231,64,48,5,1.0,0.0001,0.005,1,1024,64
405232,64,48,5,1.0,0.0001,0.005,1,1024,128
405233,64,48,5,1.0,0.0001,0.005,1,1024,256
405234,64,48,5,1.0,0.0001,0.005,2,256,64
405235,64,48,5,1.0,0.0001,0.005,2,256,128
405236,64,48,5,1.0,0.0001,0.005,2,256,256
405237,64,48,5,1.0,0.0001,0.005,2,512,64
405238,64,48,5,1.0,0.0001,0.005,2,512,128
405239,64,48,5,1.0,0.0001,0.005,2,512,256
405240,64,48,5,1.0,0.0001,0.005,2,1024,64
405241,64,48,5,1.0,0.0001,0.005,2,1024,128
405242,64,48,5,1.0,0.0001,0.005,2,1024,256
405243,64,48,5,1.0,0.0001,0.005,3,256,64
405244,64,48,5,1.0,0.0001,0.005,3,256,128
405245,64,48,5,1.0,0.0001,0.005,3,256,256
405246,64,48,5,1.0,0.0001,0.005,3,512,64
405247,64,48,5,1.0,0.0001,0.005,3,512,128
405248,64,48,5,1.0,0.0001,0.005,3,512,256
405249,64,48,5,1.0,0.0001,0.005,3,1024,64
405250,64,48,5,1.0,0.0001,0.005,3,1024,128
405251,64,48,5,1.0,0.0001,0.005,3,1024,256
405252,64,48,5,1.0,0.0001,0.005,4,256,64
405253,64,48,5,1.0,0.0001,0.005,4,256,128
405254,64,48,5,1.0,0.0001,0.005,4,256,256
405255,64,48,5,1.0,0.0001,0.005,4,512,64
405256,64,48,5,1.0,0.0001,0.005,4,512,128
405257,64,48,5,1.0,0.0001,0.005,4,512,256
405258,64,48,5,1.0,0.0001,0.005,4,1024,64
405259,64,48,5,1.0,0.0001,0.005,4,1024,128
405260,64,48,5,1.0,0.0001,0.005,4,1024,256
405261,64,48,5,1.0,0.0001,0.005,5,256,64
405262,64,48,5,1.0,0.0001,0.005,5,256,128
405263,64,48,5,1.0,0.0001,0.005,5,256,256
405264,64,48,5,1.0,0.0001,0.005,5,512,64
405265,64,48,5,1.0,0.0001,0.005,5,512,128
405266,64,48,5,1.0,0.0001,0.005,5,512,256
405267,64,48,5,1.0,0.0001,0.005,5,1024,64
405268,64,48,5,1.0,0.0001,0.005,5,1024,128
405269,64,48,5,1.0,0.0001,0.005,5,1024,256
405270,64,48,5,1.0,0.0001,0.01,1,256,64
405271,64,48,5,1.0,0.0001,0.01,1,256,128
405272,64,48,5,1.0,0.0001,0.01,1,256,256
405273,64,48,5,1.0,0.0001,0.01,1,512,64
405274,64,48,5,1.0,0.0001,0.01,1,512,128
405275,64,48,5,1.0,0.0001,0.01,1,512,256
405276,64,48,5,1.0,0.0001,0.01,1,1024,64
405277,64,48,5,1.0,0.0001,0.01,1,1024,128
405278,64,48,5,1.0,0.0001,0.01,1,1024,256
405279,64,48,5,1.0,0.0001,0.01,2,256,64
405280,64,48,5,1.0,0.0001,0.01,2,256,128
405281,64,48,5,1.0,0.0001,0.01,2,256,256
405282,64,48,5,1.0,0.0001,0.01,2,512,64
405283,64,48,5,1.0,0.0001,0.01,2,512,128
405284,64,48,5,1.0,0.0001,0.01,2,512,256
405285,64,48,5,1.0,0.0001,0.01,2,1024,64
405286,64,48,5,1.0,0.0001,0.01,2,1024,128
405287,64,48,5,1.0,0.0001,0.01,2,1024,256
405288,64,48,5,1.0,0.0001,0.01,3,256,64
405289,64,48,5,1.0,0.0001,0.01,3,256,128
405290,64,48,5,1.0,0.0001,0.01,3,256,256
405291,64,48,5,1.0,0.0001,0.01,3,512,64
405292,64,48,5,1.0,0.0001,0.01,3,512,128
405293,64,48,5,1.0,0.0001,0.01,3,512,256
405294,64,48,5,1.0,0.0001,0.01,3,1024,64
405295,64,48,5,1.0,0.0001,0.01,3,1024,128
405296,64,48,5,1.0,0.0001,0.01,3,1024,256
405297,64,48,5,1.0,0.0001,0.01,4,256,64
405298,64,48,5,1.0,0.0001,0.01,4,256,128
405299,64,48,5,1.0,0.0001,0.01,4,256,256
405300,64,48,5,1.0,0.0001,0.01,4,512,64
405301,64,48,5,1.0,0.0001,0.01,4,512,128
405302,64,48,5,1.0,0.0001,0.01,4,512,256
405303,64,48,5,1.0,0.0001,0.01,4,1024,64
405304,64,48,5,1.0,0.0001,0.01,4,1024,128
405305,64,48,5,1.0,0.0001,0.01,4,1024,256
405306,64,48,5,1.0,0.0001,0.01,5,256,64
405307,64,48,5,1.0,0.0001,0.01,5,256,128
405308,64,48,5,1.0,0.0001,0.01,5,256,256
405309,64,48,5,1.0,0.0001,0.01,5,512,64
405310,64,48,5,1.0,0.0001,0.01,5,512,128
405311,64,48,5,1.0,0.0001,0.01,5,512,256
405312,64,48,5,1.0,0.0001,0.01,5,1024,64
405313,64,48,5,1.0,0.0001,0.01,5,1024,128
405314,64,48,5,1.0,0.0001,0.01,5,1024,256
405315,64,48,5,1.0,0.0001,0.015,1,256,64
405316,64,48,5,1.0,0.0001,0.015,1,256,128
405317,64,48,5,1.0,0.0001,0.015,1,256,256
405318,64,48,5,1.0,0.0001,0.015,1,512,64
405319,64,48,5,1.0,0.0001,0.015,1,512,128
405320,64,48,5,1.0,0.0001,0.015,1,512,256
405321,64,48,5,1.0,0.0001,0.015,1,1024,64
405322,64,48,5,1.0,0.0001,0.015,1,1024,128
405323,64,48,5,1.0,0.0001,0.015,1,1024,256
405324,64,48,5,1.0,0.0001,0.015,2,256,64
405325,64,48,5,1.0,0.0001,0.015,2,256,128
405326,64,48,5,1.0,0.0001,0.015,2,256,256
405327,64,48,5,1.0,0.0001,0.015,2,512,64
405328,64,48,5,1.0,0.0001,0.015,2,512,128
405329,64,48,5,1.0,0.0001,0.015,2,512,256
405330,64,48,5,1.0,0.0001,0.015,2,1024,64
405331,64,48,5,1.0,0.0001,0.015,2,1024,128
405332,64,48,5,1.0,0.0001,0.015,2,1024,256
405333,64,48,5,1.0,0.0001,0.015,3,256,64
405334,64,48,5,1.0,0.0001,0.015,3,256,128
405335,64,48,5,1.0,0.0001,0.015,3,256,256
405336,64,48,5,1.0,0.0001,0.015,3,512,64
405337,64,48,5,1.0,0.0001,0.015,3,512,128
405338,64,48,5,1.0,0.0001,0.015,3,512,256
405339,64,48,5,1.0,0.0001,0.015,3,1024,64
405340,64,48,5,1.0,0.0001,0.015,3,1024,128
405341,64,48,5,1.0,0.0001,0.015,3,1024,256
405342,64,48,5,1.0,0.0001,0.015,4,256,64
405343,64,48,5,1.0,0.0001,0.015,4,256,128
405344,64,48,5,1.0,0.0001,0.015,4,256,256
405345,64,48,5,1.0,0.0001,0.015,4,512,64
405346,64,48,5,1.0,0.0001,0.015,4,512,128
405347,64,48,5,1.0,0.0001,0.015,4,512,256
405348,64,48,5,1.0,0.0001,0.015,4,1024,64
405349,64,48,5,1.0,0.0001,0.015,4,1024,128
405350,64,48,5,1.0,0.0001,0.015,4,1024,256
405351,64,48,5,1.0,0.0001,0.015,5,256,64
405352,64,48,5,1.0,0.0001,0.015,5,256,128
405353,64,48,5,1.0,0.0001,0.015,5,256,256
405354,64,48,5,1.0,0.0001,0.015,5,512,64
405355,64,48,5,1.0,0.0001,0.015,5,512,128
405356,64,48,5,1.0,0.0001,0.015,5,512,256
405357,64,48,5,1.0,0.0001,0.015,5,1024,64
405358,64,48,5,1.0,0.0001,0.015,5,1024,128
405359,64,48,5,1.0,0.0001,0.015,5,1024,256
405360,64,48,5,1.0,0.0001,0.02,1,256,64
405361,64,48,5,1.0,0.0001,0.02,1,256,128
405362,64,48,5,1.0,0.0001,0.02,1,256,256
405363,64,48,5,1.0,0.0001,0.02,1,512,64
405364,64,48,5,1.0,0.0001,0.02,1,512,128
405365,64,48,5,1.0,0.0001,0.02,1,512,256
405366,64,48,5,1.0,0.0001,0.02,1,1024,64
405367,64,48,5,1.0,0.0001,0.02,1,1024,128
405368,64,48,5,1.0,0.0001,0.02,1,1024,256
405369,64,48,5,1.0,0.0001,0.02,2,256,64
405370,64,48,5,1.0,0.0001,0.02,2,256,128
405371,64,48,5,1.0,0.0001,0.02,2,256,256
405372,64,48,5,1.0,0.0001,0.02,2,512,64
405373,64,48,5,1.0,0.0001,0.02,2,512,128
405374,64,48,5,1.0,0.0001,0.02,2,512,256
405375,64,48,5,1.0,0.0001,0.02,2,1024,64
405376,64,48,5,1.0,0.0001,0.02,2,1024,128
405377,64,48,5,1.0,0.0001,0.02,2,1024,256
405378,64,48,5,1.0,0.0001,0.02,3,256,64
405379,64,48,5,1.0,0.0001,0.02,3,256,128
405380,64,48,5,1.0,0.0001,0.02,3,256,256
405381,64,48,5,1.0,0.0001,0.02,3,512,64
405382,64,48,5,1.0,0.0001,0.02,3,512,128
405383,64,48,5,1.0,0.0001,0.02,3,512,256
405384,64,48,5,1.0,0.0001,0.02,3,1024,64
405385,64,48,5,1.0,0.0001,0.02,3,1024,128
405386,64,48,5,1.0,0.0001,0.02,3,1024,256
405387,64,48,5,1.0,0.0001,0.02,4,256,64
405388,64,48,5,1.0,0.0001,0.02,4,256,128
405389,64,48,5,1.0,0.0001,0.02,4,256,256
405390,64,48,5,1.0,0.0001,0.02,4,512,64
405391,64,48,5,1.0,0.0001,0.02,4,512,128
405392,64,48,5,1.0,0.0001,0.02,4,512,256
405393,64,48,5,1.0,0.0001,0.02,4,1024,64
405394,64,48,5,1.0,0.0001,0.02,4,1024,128
405395,64,48,5,1.0,0.0001,0.02,4,1024,256
405396,64,48,5,1.0,0.0001,0.02,5,256,64
405397,64,48,5,1.0,0.0001,0.02,5,256,128
405398,64,48,5,1.0,0.0001,0.02,5,256,256
405399,64,48,5,1.0,0.0001,0.02,5,512,64
405400,64,48,5,1.0,0.0001,0.02,5,512,128
405401,64,48,5,1.0,0.0001,0.02,5,512,256
405402,64,48,5,1.0,0.0001,0.02,5,1024,64
405403,64,48,5,1.0,0.0001,0.02,5,1024,128
405404,64,48,5,1.0,0.0001,0.02,5,1024,256
405405,64,48,5,1.0,0.0001,0.025,1,256,64
405406,64,48,5,1.0,0.0001,0.025,1,256,128
405407,64,48,5,1.0,0.0001,0.025,1,256,256
405408,64,48,5,1.0,0.0001,0.025,1,512,64
405409,64,48,5,1.0,0.0001,0.025,1,512,128
405410,64,48,5,1.0,0.0001,0.025,1,512,256
405411,64,48,5,1.0,0.0001,0.025,1,1024,64
405412,64,48,5,1.0,0.0001,0.025,1,1024,128
405413,64,48,5,1.0,0.0001,0.025,1,1024,256
405414,64,48,5,1.0,0.0001,0.025,2,256,64
405415,64,48,5,1.0,0.0001,0.025,2,256,128
405416,64,48,5,1.0,0.0001,0.025,2,256,256
405417,64,48,5,1.0,0.0001,0.025,2,512,64
405418,64,48,5,1.0,0.0001,0.025,2,512,128
405419,64,48,5,1.0,0.0001,0.025,2,512,256
405420,64,48,5,1.0,0.0001,0.025,2,1024,64
405421,64,48,5,1.0,0.0001,0.025,2,1024,128
405422,64,48,5,1.0,0.0001,0.025,2,1024,256
405423,64,48,5,1.0,0.0001,0.025,3,256,64
405424,64,48,5,1.0,0.0001,0.025,3,256,128
405425,64,48,5,1.0,0.0001,0.025,3,256,256
405426,64,48,5,1.0,0.0001,0.025,3,512,64
405427,64,48,5,1.0,0.0001,0.025,3,512,128
405428,64,48,5,1.0,0.0001,0.025,3,512,256
405429,64,48,5,1.0,0.0001,0.025,3,1024,64
405430,64,48,5,1.0,0.0001,0.025,3,1024,128
405431,64,48,5,1.0,0.0001,0.025,3,1024,256
405432,64,48,5,1.0,0.0001,0.025,4,256,64
405433,64,48,5,1.0,0.0001,0.025,4,256,128
405434,64,48,5,1.0,0.0001,0.025,4,256,256
405435,64,48,5,1.0,0.0001,0.025,4,512,64
405436,64,48,5,1.0,0.0001,0.025,4,512,128
405437,64,48,5,1.0,0.0001,0.025,4,512,256
405438,64,48,5,1.0,0.0001,0.025,4,1024,64
405439,64,48,5,1.0,0.0001,0.025,4,1024,128
405440,64,48,5,1.0,0.0001,0.025,4,1024,256
405441,64,48,5,1.0,0.0001,0.025,5,256,64
405442,64,48,5,1.0,0.0001,0.025,5,256,128
405443,64,48,5,1.0,0.0001,0.025,5,256,256
405444,64,48,5,1.0,0.0001,0.025,5,512,64
405445,64,48,5,1.0,0.0001,0.025,5,512,128
405446,64,48,5,1.0,0.0001,0.025,5,512,256
405447,64,48,5,1.0,0.0001,0.025,5,1024,64
405448,64,48,5,1.0,0.0001,0.025,5,1024,128
405449,64,48,5,1.0,0.0001,0.025,5,1024,256
405450,64,48,5,1.0,0.0005,0.005,1,256,64
405451,64,48,5,1.0,0.0005,0.005,1,256,128
405452,64,48,5,1.0,0.0005,0.005,1,256,256
405453,64,48,5,1.0,0.0005,0.005,1,512,64
405454,64,48,5,1.0,0.0005,0.005,1,512,128
405455,64,48,5,1.0,0.0005,0.005,1,512,256
405456,64,48,5,1.0,0.0005,0.005,1,1024,64
405457,64,48,5,1.0,0.0005,0.005,1,1024,128
405458,64,48,5,1.0,0.0005,0.005,1,1024,256
405459,64,48,5,1.0,0.0005,0.005,2,256,64
405460,64,48,5,1.0,0.0005,0.005,2,256,128
405461,64,48,5,1.0,0.0005,0.005,2,256,256
405462,64,48,5,1.0,0.0005,0.005,2,512,64
405463,64,48,5,1.0,0.0005,0.005,2,512,128
405464,64,48,5,1.0,0.0005,0.005,2,512,256
405465,64,48,5,1.0,0.0005,0.005,2,1024,64
405466,64,48,5,1.0,0.0005,0.005,2,1024,128
405467,64,48,5,1.0,0.0005,0.005,2,1024,256
405468,64,48,5,1.0,0.0005,0.005,3,256,64
405469,64,48,5,1.0,0.0005,0.005,3,256,128
405470,64,48,5,1.0,0.0005,0.005,3,256,256
405471,64,48,5,1.0,0.0005,0.005,3,512,64
405472,64,48,5,1.0,0.0005,0.005,3,512,128
405473,64,48,5,1.0,0.0005,0.005,3,512,256
405474,64,48,5,1.0,0.0005,0.005,3,1024,64
405475,64,48,5,1.0,0.0005,0.005,3,1024,128
405476,64,48,5,1.0,0.0005,0.005,3,1024,256
405477,64,48,5,1.0,0.0005,0.005,4,256,64
405478,64,48,5,1.0,0.0005,0.005,4,256,128
405479,64,48,5,1.0,0.0005,0.005,4,256,256
405480,64,48,5,1.0,0.0005,0.005,4,512,64
405481,64,48,5,1.0,0.0005,0.005,4,512,128
405482,64,48,5,1.0,0.0005,0.005,4,512,256
405483,64,48,5,1.0,0.0005,0.005,4,1024,64
405484,64,48,5,1.0,0.0005,0.005,4,1024,128
405485,64,48,5,1.0,0.0005,0.005,4,1024,256
405486,64,48,5,1.0,0.0005,0.005,5,256,64
405487,64,48,5,1.0,0.0005,0.005,5,256,128
405488,64,48,5,1.0,0.0005,0.005,5,256,256
405489,64,48,5,1.0,0.0005,0.005,5,512,64
405490,64,48,5,1.0,0.0005,0.005,5,512,128
405491,64,48,5,1.0,0.0005,0.005,5,512,256
405492,64,48,5,1.0,0.0005,0.005,5,1024,64
405493,64,48,5,1.0,0.0005,0.005,5,1024,128
405494,64,48,5,1.0,0.0005,0.005,5,1024,256
405495,64,48,5,1.0,0.0005,0.01,1,256,64
405496,64,48,5,1.0,0.0005,0.01,1,256,128
405497,64,48,5,1.0,0.0005,0.01,1,256,256
